Comment,Target
재실험(?) 아니 2번째 요청드려요!  정지/스타트-직선구간-회전구간 중 직선구간이 짧아요. 직선구간이 약 4~5km 이상 되어야 할 것 같아요!  그리고 안전장치 켠 상태와 꺼진 상태와도 실험을...,0
솔직히 34살 먹은 저도 돈많이 준다고 해도 양봉은 자신없는데.  대단하십니다,0
미국도 중국 파산하는걸 원하지는 않을걸,0
역시 레이로기니,0
천사가 저렇게 사진을 찍는다고?ㅋ,0
장갑드럽.....,0
요약이 부족한듯 . 아쉽네..,0
제게는  개인 적으로 유튜브 의 광고 하등에 필요 없고  귀찮아 광고 차단 을 했더니..  아예!  모든 리뷰  를  볼수없게 [유튜브 ] 측에서 손을 썼더군요 . 하여! [픽  플러스 ]  도 볼수 없음을 양해 드리는 바입니다,0
복숭아 광고,0
배속없이 밀도질만 하는 풀영상도 올려주세여.....ㅎㅎㅎ,0
왜인지 알고리즘에 뜰때마다 이끌리듯 들어오게 된다.,0
펭귄떼가 줄줄이 입수하는거랑 같다고 보면된다.,0
달창단임,0
말벌은 진짜 해충 중에 해충임... 박멸ㄱㄱ,0
유심은 알뜰 통신사 마다 사야하던데 맞나요? ㅠㅜ,0
이형 영상은 이어폰 끼고보는게 챌린지네 ㅋㅋ,0
여자보컬에 다비치가있다면 남자보컬엔 다peach가 있다,0
밤에 불꽃이 보이면 더 환상적일것 같습니다   토치를 스프레이랑 같이 뿌려 주면서 시원하게 구워 주면 예술일것 같습니다,0
스눕독한테 샤라웃받은 국힙원탑 한사랑산악회...,0
여러번하면 저 철망 열화돼서  다시 구매해야함,0
NTR 하면 된다 이기 바꿔먹으면 된다 이기,0
야 꿀벌  왜 울고이....ㅆ 어? 여기 아니라고?,0
한방이 아니네요,0
시원하네요 ㅎ,0
확실히 처음 나왔을 때보다  편해보이네요. 명수형이 ㅋㅋㅋ,0
아니 용남씨 부르는게 완전 찬송가 창법이여ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
박나래보다나은거 ㅇㅈ,0
이창섭 얼굴만봐도 그냥 재밌다,0
이거 들으면서 자니까 꿈에서 저스틴비버랑 청국장먹음,0
즁간에 끊기는게 개웃기네,0
미국에서 현재 리콜 떳음.펠리세이트 에어백 싸이드 쪽 윈도우 불량임.가성비가 좋은 차라 생각하지 가족 있는 사람에게 추천 할 만한지는 생각해봐야됨. ,0
저는 벌 알레르기가 있어서 벌 위잉 하는 소리만 들어도 소름 끼치는데......... 어떻게 그렇게 벌한테 쏘였는데도 침착하세요? 너무 부러워요 ㅎㅎ 저번에 공대생님은 벌 한테 쏘였을때 엄청 아파했는데. 정말 대단하세요!,0
어우야...어지러움 차에서 보면,0
올해 최고의 유튜브다! 진짜 지금 대한민국이 딱이런다,0
니네집은 얼만데?,0
"인프라 쪽으로 가면 더 심각해지방이 베트남보다 전기,수도 보급률 낮고 태국보다 PC보급률이 낮음.아직 가스가 전혀 보급안된 지자체가 33곳인데, 전부 지방임.경북 사람의 10%는 아직 집에 전기도 보급되지않았다는 통계결과도잇음",0
재네 둘 어떡하냐?!? ㅋㅋㅋㅋ,0
헐 완전 감미로워;;;;;;,0
오늘 스트레스 받아서 보러왔습니다,0
외삼촌반응 보고 싶은 케이셉엄마면 개추,0
지금 이제서야 알게되었습니다,0
거미누나 부럽습니다,0
잔인하다고 생각하시는 분이 있으실텐데.. 예전에 제가 직접 본경험으로... 말벌이 일벌의 두세배크기가 됩니다. 요 말벌 두마리가 벌통 입구에서 있다가 일벌이 꼬물꼬물 나오면 딱 잡아서 일벌의 머리를 말벌이 입으로 댕강 짤라버립니다. 일벌은 말벌을 공격할수있는 방법이 아무것도 없습니다.  얼마나 잔인한지... 그리고 양봉하시는 분들은 일벌을 자식처럼 관리합니다. 겨울에는 추울까봐 이불도 덮어주고.. 밥도주고.. 물도 주고.. 아침에 벌통 문도 열어주고... 아무저항도 못하고 대가리가 짤라나가는 모습보면... 이렇게 하는건 양호한것이고.. 그리고 말벌은 사람을 사망에 이르게 합니다.  수고하셨습니다.,0
킹받게 가사는 또 하나도 안빼먹네,0
조건은?,0
혹시 이게 일베 평균 외모는 아니겠지?설마 이 정도일까...,0
박보검 vs 서강준 ,0
우리 DNA 악플만 달리도록 노력하자!!,0
틀린말은 아닌데?뭐가 문제임?,0
짤순이 견적 140만원입니다,0
밀랍 제거하는거 왜인데 쾌감 쩔죠?,0
Wtf I love thissssss,0
진짜 컨텐츠 기획력 좋은 아이디어로 만들어주시는 영상으로 재밌게 보고 있습니다!! 항상 좋은일만ㄷㅈ 있으시길 바라겠습니다,0
이어폰으로듣다가자꾸 모기온줄알고 이어폰을 치네;;,0
가입일 얼마 안되는 빨랩은 분탕가능성이 있음,0
나때는 스카이 내지 포항공대 ..진짜 드물게 서강대 까지만 학원 선생 가능 했는데세상에..중앙대 출신이라니,0
마음은 심란할텐데 애써 웃어보이는 뉴진스멤버들 너무 이쁘고 짠하고 대견한 모습에 자동으로 눈물이 나네요ㅠㅠ 뉴진스 화이팅 !!! 할명수 건강하세요 ㅎㅎㅎㅎ,0
와 지금 딱 궁금한거였는데 ㅠㅠ 너무나감사해요,0
다시는 레이를 무시하지마라....,0
집에 들어온 꿀벌때문에 대처방법 찾다 이 채널 보게 됐는데 집에 있는 말벌스프레이를 써보고 싶은 마음이 간절해지고 있습니다(?) 물론 말벌이 첨부터 안 들어오는 게 최고지만,0
아 근데 불길이 퐈이야 하면서 나가는 게 안보이네 ㅜㅜ 아쉽다...,0
내가 이걸 이제야 듣다니..,0
왜 이게 지금에서야 내 알고리즘에 뜨는거임 대체,0
와 대박이네,0
장모  그럼 무고죄로 고소하세요!!!,0
이런 유투브 좋음,0
방시혁과 르세라핌이 키운 에스파..-_-,0
이제 비버가 부른 원곡은 성에 안참 음원 출시 해주세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
무조건 정부 깔려고 작정한 넘이라..,0
예전에 본 글로 스타렉스랑 레이가 전복될 확률이 비슷하다고 봤어요,0
레이 자세제어 기능있어서 다른차에 걸려 넘어지지않는한 쉽게 전복안됨,0
DNA 안티될것같아.. 마크 닮았다고? 마트앞 흔들거리는 풍선아니야?ㅋㅋㅋㅋㅋ 마크 표정 안좋은게 더 웃김ㅋㅋ,0
이런 실험은 사실 마켓팅팀이 해야할거같은데 ㅋㅋ 레이가 넘어진다는 인식이 넘 많은데,0
근데 진짜 빈지노 모르겠음 빈지노vs이센스 하면 닥 이센스 아님? 재지팩트 뭐 다들어봤는데 너무 귀염귀염이미지라 느낌도 모르겠고,0
스눕독 물들어올때 노젓는거보소.. 한사랑버스타려하네,0
 닭이이자스민공천할때 대통령 이명박은 간섭안함 근데 김무성이 공천해야할걸 닭은 간섭함 닭잘못 ㅇㅇ,0
오 꿀냄새,0
쌀한가마니 정도 무게 자주 들어야되냐??,0
아이폰 자급제하고 통신사통해 산거 하고 차이가 있다는데 정말인지 알려주실수 있나요? Skt의 넘버플러스(투넘버) 서비스 사용시 자급제폰은 본번호로 온건지 투넘버로 온건지 표시가 안됀다 하는데 아무리 검색을 해봐도 답을 못찾겠어요(skt통해구입한건 됀다고 합니다) 이 얘기가 맞는지 그밖에 다른 차이점도 있을까요?,0
음 그런데 이 실험보단 개인적으로 레이가 그런소문이 나게된 원인이 제주도라고생각하거든요  제주도 특성상 레이가 많이  렌트되고있고 +초보운전자+길을잘모르는 외지인  이 조합때매  레이 전복사고나 탈선사고가 많이 납니다  보통 크게보면 제주에서 서귀포로넘어갈때 해안도로 해안도로보다 좀더안쪽의 메인큰길 일주로 그리고 더 안쪽에 중산간로 마지막으로  산을 가로지르는  516로  1100로  초보운전자가   네비를 최단거리로 찍고 516이나 1100을타면 골때립니다  도로의 대부분이 급커브이며 중간중간 예상을 뛰어넘는 급커브가 섞여있습니다 근데 그냥 급커브에 익숙해지고 산이라 내리막의 정도가 무뎌질때쯤  내리막+급커브 구간을 만나면 바로 전복및 반대레일 뚫고 나가는 사고 뚫고나가진않더라도 중앙선을넘어가서 역주행 사고가.. 정말 빈번하게일어납니다 겨울엔  중간중간 빙판함정도있습니다  제주살면서  516  1100으로 매일같이 출퇴근하면서  수도없이 봤습니다  렌트하시는 초보운전자분들 조심하시고 아무래도 무게중심이 낮은  다른차량을 더추천드립니다,0
정재야 니 와그라노,0
멋진 영상 잘  보았습니다 . 다음에는 한방향말고..  시계방향 시계반대방향으로도 해보는걸 보고싶습니다  뭔가 실험이 달라질수있을거라 생각됩니다,0
그래야 계속 시켜먹지.,0
그런데 코너를 더 급하게 꺾어야하는 상황도 믄들어봐야하지 않을까 요. 이 영상에선 물론 급커브를 햇지만 그 각도가 90도 정도엿던거 같은데 보통 위급상황에서 급히 꺽을땐 그보다 더 많이 돌리는 경우도 잇읈수잇ㅅ기에,0
제오구케 수고했다.. 진짜 안타깝더라 매판 4대5하느라,0
순풍순풍 게이셉,0
넘 조아,0
여러분,0
кто-то объяснит мне что тут происходит?,0
이 영상이후로 레이 중고차가격 좀 올라갈수도 있겠네요.. 저도 나중에 차살때 위험한 레이 탈봐에 스파크 탄다 했는데 이거보고 레이가 넓고 좋겠다는 생각 드네요.,0
I blame them for Kpop idols obsession with this song,0
몇 년 전에 말벌을 본 적이 있는데 와 진짜 나타난 순간 등골이 오싹해졌음. 꿀벌에 비하면 말벌 크기는 어마어마한 수준. 오토바이가 부르릉 거리는 것처럼 소리는 또 얼마나 큰지 공포를 느낀 적이 있었음. 그런 말벌이 꿀벌을 말살시키니 말벌은 사라지는 게 맞음. 게다가 사람도 쏘이면 목숨을 잃으니 사라져야지 말벌은.,0
모든발음이 찰지지만 탓취는 진짜 참을수가없다,0
저도 레이가 넘어진 사진을 보고 레이가 바퀴는 작은데 경차치고는 너무 커서 실제로도 잘 넘어지는 차인줄 알았는데 이 영상을 보고나니까 그런 편견(?)이 조금은 없어졌어요ㅎㅎ,0
나무아미타불 허경영과 롸잇나우,0
아 모기뭔데,0
우와 세상에 이런 잔인한 사람을  보았나 속이 다 시원하내  어이구 그놈 말벌들 싸그리 죽여 죽여~~ 우리집 사과밭에도 와서 사과를 엄청 파먹는데 대리 만족합니다,0
자급제 폰은 어떤 경로로 주로  사나요?,0
취하려고 마시는게 술이지 빡대가리야,0
미국의 비버라는 녀석이 커버한 버전도 좋더군요~^^ 한번 들어보시라고 추천 살포시 해봅니다~^^,0
마음이 아프다,0
니들끼리 꼭해라,0
oh 한국어로 번역,0
닭고기 맛,0
ㅇㅋㅍ에서 12미니 사전예약하고 혜택많이받았었는데 이번에도 그러길 ㅠ_ㅠ 1,0
저두 이번에 폰바꾸려고 알아보다가 유명해서 들어가봤는데 완전 싸게 놀랬었어요ㅋㅋㅋ 다들 폰️업 아셨구나..,0
ㅎㄷㄷ 하네 과거...,0
무게가 ㅋㅋㅋㅋㅋ안맞나봐,0
레이는 전복안되요 고작고정도로 .... 디자인잘된차입니다  싸게 팔아서 만만한거지,0
전복실험이 아니라..어떻게든 전복시키겠다는 시도..,0
Хороши,0
 먹고 먹히는세계가 선의 세계일리가 없잖아?,0
이 영상 보고 오늘 칠곡 와서 밀도질 해보고 채밀기도 돌려봤습니다ㅎ,0
광주 전남.. 열차타고 .. 김대중 가는날..,0
아 아내는 남편한테 저래도 되는구나 하고 무의식적으로 받아들이는 거지.,0
차를 이해하기 위해선 기술 전에 그 나라의 문화를 알아야 합니다.  인생의 일부와 바꿀만한 고가이기 때문 입니다. 기술은 수박겉 입니다. 기술만 본다는 의미는 부유층 일부만 대변하겠다는 의미 입니다. 이 채널이 일부 부유층을 위한채널이면 you win,0
이걸사람으로 치면 엄마가 새뱃돈 뺐어가고 나중에 안돌려주는 것ㅋㅋㅋㅋㅋ,0
멤버들이랑 독보적으로 너무 잘어울림 이게 바로 에스파다,0
와 너무 예뻐,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ왠만한 노래보다 더 좋닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 언제들어도,0
저 대리점에서 일하는데 아이폰같은경우는 자급제사도 무방하지만 갤럭시는 공시지원금이 많이 나와서 통신사에서 개통하는게 좋기도하고 높은요금제는 지원금 받으려면 어쩔수없이 써야해요ㅠㅠ 그리고 5G는 말이 많은데 그거는 개개인마다 데이터 사용량이 많이 달라서 어떤분들은 lte보다 요금제를 더 저렴하게 쓸수도있습니다! 그래서 자급제 구매하실꺼면 통신사 가셔서 요금제 설명듣고 어떤게 더 좋을지 생각해보시는게 좋아용 그리고 알뜰폰은 통신사꺼를 끌고와서 쓰는거라서 별로 추천까지는 안드려요…,0
댓삭튀는 진짜 ㅈㄴ웃기네 ㅋㅋㅋ,0
우회전할때 인도를 살짝밟으면 넘어간다고들었는데~,0
amazing,0
오랜만,0
이분도 가실때가...,0
클럽 보다 나이트가 더 쉽냐?,0
무식은 죄가 아니지 근데 무식인걸 인정못하고 남탓화는건 죄지,0
이정도면 거의 넘어지기를 도전하는거잖아ㅋㅋㅋㅋ,0
 이거 무슨 아이디 같지 않아요?,0
귀리 영상보고 왔는데 처음에 귀리 숨소린줄,0
누가 죽음?,0
 그냥 자극적인 유튜브판에서 재미가 없고 대체품이 너무 많이때문에 자연스레 도태된것 뿐,0
대기 없음매일매일 출석 도장 찍다가 입고되면 사는 거임그래서 시계가 주인을 고른다는 말이 나옴,0
레이는 lpi 프레스트지가 답입니다 대한민국 가성비 1등일듯,0
그대를 위한 천도 복숭아 그대와 떠난 통영 바다 그대와 마신 보성 녹차 그대를 닮은 후레지아 원곡가사처럼 기념품처럼 간직한 날들이 왜 뭉클하냐ㅜㅜ과몰입 중ㅜㅜㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
아니 왜 지들도 웃음 못참아ㅋㅋㅋㅋ,0
"캠리하브도200할인있다이기야 음.. 연비야 차크기가있으니 캠리가좋다쳐도 그랜저 159마력이노.. 소나타도 160마력대로 힘딸린다는데 그랜저는 159마력이노.. 캠리는178마력이고,  흠.., 글쎄..",0
잇썹님  유심 등록을 해야 한다는데 그 영상도 부탁해요,0
찍기 운이 없었나봄,0
진심으로 재미있다 ㅋㅋㅋ,0
이어폰 슬레이어 ㄷㄷ,0
항상 영상만 보던 사람인데 이번에는 진짜 재밌네요..,0
모쏠아다 29년차인데아직 희망있으니 더 밀어붙여라 진심이다,0
그냥 아무 생각 없이 이건 또 뭐야? 하고 눌렀다가 한글가사부터 찡~하게 감동 받고 갑니다 ㅠㅠ,0
내가말하는건 극단적인예를 객관적인 상황인것처럼 말하지말라 이거다,0
Nice,0
"힘내라 대구,",0
어떻게 보고만 있어도 입가에 미소가 떠나질 않지 ㅎㅎㅎ,0
손가락 냄새 덜 베길라고 저러나 ...,0
아..안돼  빠져나가면 안돼!!  예지눈나 이번기회에 완전 묻어버려야한다구,0
너무 아프겟다ㅠㅠ,0
자급제가 좋은걸 다 알고 있지만 돈 없는 미성년자와 대학생들은 어쩔 수 없이 부모님의 힘이 있어야 하기 때문에 통신사에 끌려갈 수 밖에 없는 현실,0
가족결합과  티비 인터넷 묶여서 불가 ㄷㄷ,0
살면서 이런 걸 볼 줄은.. 알고리즘 땡큐,0
진짜 잔인하시다... 어떻게 말벌도 생명인데 저러는거보면 진짜 속이 다 시원합니다 이런거 너무 재밌고요 서 썅놈새끼들은 모기하고 몸통 하나하나씩 분해하고 싶은데 저렇게 많은 말벌을 죽인거는 평화상 받아야합니다 앞으로 유튭생활 순탄하시길 빕니다,0
ㄹㅇ 한여름밤의 꿀이다..,0
진짜 데뷔때부터 쭉 철분 낭낭하게 말아주는 그룹.. 듣기만해도 혈중 Fe농도 찐해짐.. 에스파 광야길만 걷자~,0
천만 가자~,0
헤으응,0
다니엘 공주같이 생겨가지고 빼지도않고 할말다함 매력캐,0
드디어 기다리고 기다리던 항공대 썸네일은 기내식인건가?ㅋㅋㅋ,0
적당히를 넘어 꽐라될때까지 마셔서 문제지,0
 국회의원 고위공무원 교수 판검사 의사 군장성 심지어 돈많은 연예인 자식들 죄다 원정출산이나 유학보내서 미국 시민권자만들어 놓고 한국 미국 왔다갔다 개꿀빨면서 사는게 현재 한국 최상류층 들이 사는 방식이고 ㅋㅋㅋ,0
우월의식 운운하는 캐릭터가 진짜 개빡치네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
S22자급제 하려는데 참고합니다 충성충성 ^^7,0
비버영상에 산악회얘기 하도 많아서 뭔가 하고 왔는데ㅋㅋㅋㅋㅋㅋㅋ 첫소절 듣자마자 실소터짐ㅋㅋㅋㅋㅋ,0
이번 컨셉은 ㄹㅇ 닝닝한테 찰떡인듯 닝닝이 자꾸 눈에 들어오네,0
넘어져야 잼각 인데 ㅜ,0
IT사업가?  ㅋㅋ왜 고소당할까 무서워? ㅋㅋㅋ,0
“부산 남자“,0
곧 3000갑니다 안전밸트 꽉매세요,0
그래도 안된다. 너희가 뿌린 것은 너희가 거둬라.,0
6.3만,0
다른건 모르겠고... 현대차 디자이너들은 각성해야할듯... 특히 UI,0
제발 대구 젊은이들 이번에야 말로 꼭!!!!!!!!!,0
이왜좋....,0
소문듣고찾아왔어유 ㅋㅋㅋ,0
술담그지,0
자급제가 무조건 싸다는것 처럼 얘기해주셨는데 가짜 뉴스 네요 수정하시던지 내려주세요,0
4칙연산 공부중,0
잘 안터지는 5G 강요만 안했어도 요금 상관없이 썼을것을 내 후년초까지는 그냥 써야하네 젠장,0
대리점에서 눈탱이도 수없이 맞고 더러운 폰팔이들 겪으며 스트레스 많이 받았었는데 자급제 알뜰폰은 정말 축복임  일있어서 대리점 한번 갔더니 알뜰폰 왜 쓰냐면서 눈 흘기며 툴툴 대던데 폰팔이 수준 ㅋㅋㅋㅋㅋ 양심 없는 일부 대리점 다 망해버려라 퉷퉤,0
모유수유.브라질리언왁싱,0
가짜꿀이 있나여???,0
지금 박사모 가 문제니 ,0
도둑 잡아랏~~~333,0
ㅋㅋㅋㅋㅋㅋ 훨 낫네,0
0명 말한놈 사라지는거 개열받네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
좋겠네요,0
" 예수님이 왕국복음을 선포하셨을 때 유대인들이 예수님을 왕으로 추대했으면 곧바로 천년왕국이 들어섰겠지만, 그들은 예수님을 죽여버렸다.",0
너무착해져서 개가 자원봉사다니더라,0
모든 논쟁이 저따구임.,0
레이는 코너때 넘어지는게 아니라  강풍에 넘어가는거 아님??,0
왜 여자들이 경찰에 신고 안할까? 라는 생각들만큼,0
와...아이디어 좋다...,0
밀랍은 버리나요???   옛날 사람들은 저 밀랍으로 불 밝히는대 썼던데 이제는 그냥 버리겠죠...?,0
어차피 안될 거 알면서 공약하는 거 보면 정의당 가면 될 듯,0
근데 5승 블루승이면 레드진영의 저주아닌가...,0
TV에서도 저렇게 지웠다 넣었다 할 수 있는  자유로운 사회분위기 카~ 역시 갓본형님,0
래퍼들이 한 행동을 영상에 담았는데 혐오가 된다면 힙합 혐오인가 혐오힙합인가,0
전 그냥 한사랑산악회 피치스라고 치기 귀찮아서 배대시를 쳤을 뿐인데 왜 이게 첫번째로 나오는 거죠,0
대충 갑을관계라는 뜻 같은데?,0
If you like this I recommend Baby by Jasiting Biboa,0
레이가 아마도 ESP가 있는 차량일텐데 ESP가 있고 없고의 차이는 어마무시하지요. 게다가 다마스처럼 띄워져있지도 않고요. 그러니 안넘어지는 것,0
후뤠~지아,0
베어그릴스 꿀을 밀랍체 먹던데 무슨차이인가요?,0
음...제주여행 때 눈앞에서 주행중 커브 돌던 레이가 휘청하며 도는 방향으로 기우뚱...어흑 보는 내가 아찔하던데...실험결과가 의외네요.,0
술담궈 먹으면 대박인데 아깝다,0
마크 미쳣댜,0
